Data,Type,data_type,data_shape,data_size
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,Dataset,float32,"(288,)",288
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,Dataset,float32,"(288,)",288
AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,Dataset,int16,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,Dataset,int32,"(288,)",288
AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,Dataset,TypeError,"(0,)",0
AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,Dataset,int16,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,Dataset,int32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,Dataset,int16,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,Dataset,int32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,Dataset,int32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,Dataset,int32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,Dataset,int16,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,Dataset,int16,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,Dataset,float32,"(4620,)",4620
AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,Dataset,float32,"(4620,)",4620
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,Dataset,float32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,Dataset,int32,"(1,)",1
AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,Dataset,bool,(),1
AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,Dataset,|S48,"(50,)",50
AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,Dataset,int32,"(288,)",288
AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,Group,,,
AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,Dataset,int16,"(80000,)",80000
AwakeEventData/SR.AWGAMP,Group,,,
AwakeEventData/SR.AWGAMP/Status,Group,,,
AwakeEventData/SR.AWGAMP/Status/position,Dataset,int64,"(1,)",1
AwakeEventData/SR.AWGPH,Group,,,
AwakeEventData/SR.AWGPH/Status,Group,,,
AwakeEventData/SR.AWGPH/Status/position,Dataset,int64,"(1,)",1
AwakeEventData/SR.AWINTLK,Group,,,
AwakeEventData/SR.AWINTLK/PhaseAcq,Group,,,
AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01,Group,,,
AwakeEventData/SR.SCOPE27.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,Dataset,int16,"(1, 320)",320
AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01,Group,,,
AwakeEventData/SR.SCOPE28.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,Dataset,int16,"(1, 320)",320
AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01,Group,,,
AwakeEventData/SR.SCOPE29.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,Dataset,int16,"(1, 320)",320
AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01,Group,,,
AwakeEventData/SR.SCOPE30.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,Dataset,int16,"(1, 4000)",4000
AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02,Group,,,
AwakeEventData/SR.SCOPE30.CH02/Acquisition,Group,,,
AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,Dataset,int16,"(1, 4000)",4000
AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01,Group,,,
AwakeEventData/SR.SCOPE43.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02,Group,,,
AwakeEventData/SR.SCOPE43.CH02/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03,Group,,,
AwakeEventData/SR.SCOPE43.CH03/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04,Group,,,
AwakeEventData/SR.SCOPE43.CH04/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05,Group,,,
AwakeEventData/SR.SCOPE43.CH05/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06,Group,,,
AwakeEventData/SR.SCOPE43.CH06/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,Dataset,int16,"(1, 252)",252
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07,Group,,,
AwakeEventData/SR.SCOPE43.CH07/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08,Group,,,
AwakeEventData/SR.SCOPE43.CH08/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,Dataset,int16,"(1, 252)",252
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01,Group,,,
AwakeEventData/SR.SCOPE45.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02,Group,,,
AwakeEventData/SR.SCOPE45.CH02/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03,Group,,,
AwakeEventData/SR.SCOPE45.CH03/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04,Group,,,
AwakeEventData/SR.SCOPE45.CH04/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,Dataset,int32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,Dataset,float32,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,Dataset,int64,"(1,)",1
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,Dataset,int16,"(1, 352)",352
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,Dataset,|S1,"(1,)",1
AwakeEventData/Sps2AwakeSynchro,Group,,,
AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,Group,,,
AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,Dataset,float64,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,Dataset,int32,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,Dataset,float64,"(5000,)",5000
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,Dataset,float64,"(5000,)",5000
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,Dataset,|S29,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime,Dataset,int64,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName,Dataset,|S17,"(100,)",100
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,Dataset,|S16,"(100,)",100
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,Dataset,int32,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,Dataset,float64,"(5000,)",5000
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,Dataset,float64,"(5000,)",5000
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,Dataset,|S29,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime,Dataset,int64,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,Dataset,|S17,"(100,)",100
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,Dataset,|S16,"(100,)",100
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,Dataset,|S166,(),1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4,Group,,,
